x y label
1.296 19 a 
1.294 13 a 
1.2775 16 a 
1.313 13 a 
1.277 15 a 
1.3245 13 a 
1.292 17 a 
1.3175 13 a 
1.3245 12 a 
1.286 14 a 
1.3175 14 a 
1.299 17 a 
1.31 12 a 
1.323 30 a 
1.3215 12 a 
1.2995 14 a 
1.3075 12 a 
1.3185 17 a 
