x y label
2.3175 14 b 
2.3 8 b 
2.2985 11 b 
2.314 9 b 
2.325 13 b 
2.315 8 b 
2.304 14 b 
2.295 9 b 
2.295 10 b 
2.3145 9 b 
2.2985 10 b 
2.3185 13 b 
2.2795 10 b 
2.279 24 b 
2.3155 9 b 
2.287 10 b 
2.294 8 b 
2.28 12 b 
